Year,Brand,Model Tier,OS,Network Type,Dual Sim,Has5G,Battery_mAh,ScreenSize_in,RAM_GB,StorageGB,Camera_MP,Weight_g,CPU_GHz,Resolution_MP,PriceClass
2023, SAMSUNG,Budget,android ,5G, No ,Yes,3350,5.89,6,128,48,243,2.5,5.0,1
2018,Samsung, budget,Android,4G ,No, NO ,2358,5.79,4,32,32,252,1.8,3.02,0
2015,Oppo,Midrange,Android,3G,Yes,No,3147,4.82,6,64,8,250,2.02,3.42,0
2018,Samsung,udget ,Android, 4G ,Yes,No,3218,5.0,4,32,16,230,1.94,3.17,0
2024,Samsung,Midrange,Android,5G,Yes, yes ,4418,6.76,8,256,64,246,2.78,6.26,3
2015,Google,Midrange,Android,3G,No,No,2554,5.42,NA,64,16,258,1.67,3.47,0
2015,Vivo,Midrange,Android,4G,No,No,2881,4.97,4,128,8,234,2.3,1.88,0
2016,Oppo,Flagship,Android,4G,NA,No*,3062,5.58,6,128,64,251,2.25,4.24,1
2021,Apple,Midrange,iOS,4G,No,No,3327,5.27,8,128,32,252,2.63,4.81,1
2016,OnePlus,Budget,Android*,4G,Yes,No,2263,4.18,4,64,8,202,1.91,2.12,0
2021,Samsung,budget,Android,5G, Yes ,Yes,2989,5.77,6,128,24,230,2.12,3.82,2
2018,Google,midrange,Android,4G,Yes,No,3666,5.62,6,64,32,256,1.99,3.83,0
2020,Google #,midrang ,NA,4G ,Yes,no*,3600,NA,6,NA,48,260,2.33,5.3,2
2023,Xiaomi,Midrange,Android,4G,Yes,no $,4189,5.77,8,128,48,244,2.38,4.98,2
2023,Apple,Budget,iOS,4G*,No ,No,3005,5.55,8,32,48,235,2.39,4.29,2
2022, apple,Midrange,iOS, 5g,No,Yes,3816,6.72,4,64,64,260,2.83,4.88,2
2018,Samsung, buget,adroid,4G,Yes,No,3118,5.12,4,64,24,235,1.63,3.96,1
2015,Sony,Midrange,Android,4G, Yes, No ,3055,5.24,4,128,32,260,2.04,NA,1
2020,Google,flagship,Android,5G,Yes, Yes,3792,6.27,8,512,48,260,2.95,5.38,3
2017,ONEPLUS,budge,Android,4G,No,NO,2568,5.28,3,64,32,241,1.73,3.02,0
2022,Samsung,FLAGSHIP,Android, 5G, Yes, Yes,4242,6.36,8,256,48,260,3.39,6.71,3
2018,GOOLE,Midrange,Android,4G,Yes,NO,2393,5.65,8,128,48,243,2.13,4.63,1
2022,Samsung,NA,Android, 4g,Yes,No,3383,5.54,8,128,48,238,2.34,5.16,3
2020,Sony,Flagship,Android,4G,Yes ,No,3969,6.05,8,256,48,260,2.75,4.97,3
2015,Xiaomi,Budget,Android,4G,yes , No,2631,4.66,2,64,8,221,1.58,2.14,0
2019,Motorola,Midrange,ANDROID , 4G,Yes,No,3263,5.58,8,256,32,238,2.52,4.03,2
2020,SAMSUNG,Flagship,Android,5G,Yes,Yes,3974,6.74,8,256,64,260,2.94,5.06,3
2022,Oppo,Midrange,android,4G,No,No,3488,5.92,8,256,48,260,2.26,5.6,3
2022,Apple,Midrange,iOS,4G,No,No,3860,5.78,12,128,48,251,2.24,5.01,3
2018, Xiaomi,Midrange,ANDROID!,4G ,Yes *,No,3174,5.49,6,128,24,233,2.24,3.12,1
2022, OPPO,NA,Android,5G,Yes,Yes,3902,6.34,6,256,64,239,3.1,6.67,3
2022,SAMSUNG, budget ,Android,4G#,No, no,3854,5.76,6,64,48,228,2.34,4.4,1
2023,Sony,Midrange,Android,5G,Yes,Yes,3493,5.91,12,256,64,233,2.44,5.19,3
2019,Xiaomi,Midrange,Android ,4G,Yes,No,3281,5.51,8,256,48,228,2.64,3.63,3
2018,Xiaomi,Midrange,Androi ,4G,No,No,3131,5.93,4,128,24,233,2.26,4.03,0
2015, ONEPUS$,Midrange,Android,4G, Yes,No,3496,4.98,4,256,24,250,1.89,3.5,1
2020,Samsung,Budget,Android,4g ,Yes,No,3123,5.21,6,128,32,220,2.15,4.02,1
2016,Sony,Budget, android, 3G, No,No,3274,4.8,2,32,8,203,1.81,2.68,0
2019,OnePlus,Midrange,Android, 4G,Yes,NO*,3802,5.7,6,128,48,235,2.49,3.51,2
2022,Apple,budget,iOS,4G,No, No ,3602,5.64,6,128,32,226,2.29,3.8,1
2022,Motorola,Flagship *,ANDROID,5G,Yes,Yes,4876,6.54,8,256,64,260,2.84,6.14,3
2022,Oppo,Midrange,Android,4G,No, No,3874,6.35,8,128,48,260,2.76,4.24,1
2017, Huawei ,FLAGSHIP,Android,4G,No,No,3019,6.18,6,128,48,246,2.67,4.05,2
2024,Apple, Midrange,iOS, 5G, No,Yes,4144,7.2,8,256,64,245,2.67,5.56,3
2023,Motorola,Budget,Android, 4G,yes,No,2614,6.15,NA,128,32,236,1.97,4.54,2
2023,xiaomi,udget,Android,4G ,No,No,3509,5.61,8,128,NA,232,2.12,4.75,2
2018,Motorola,Midrange,Android,4G,yes,no,3394,5.69,4,128,24,247,2.66,4.42,1
2021,Google,Flagship,Anroid, 5G,No,Yes,4144,6.31,12,256,48,247,2.81,6.7,3
2020,OnePlus,budget,Android,4G, Yes,No,2976,5.84,6,32,48,233,2.19,4.12,1
2023,MOTOROLA, BUDGET,Android, 4g ,no,No,3920,6.22,8,128,48,247,2.23,3.98,2
2022,XIAOMI,FLAGSHIP,Android,4G,No,No $,3628,6.42,12,256,64,250,2.7,6.33,3
2023,Samsung,Budget,Android,4G,No,No,4133,5.93,8,128,48,222,2.65,4.16,1
2024,Samsung,midrange#,Android !,5G,Yes,Yes,4351,6.32,12,NA,64,260,2.55,5.16,3
2019,Samsung, Flagship,Android,4g,No,No,3449,6.21,8,256,48,245,2.42,5.04,3
2019,Apple,Midrange,iOS,4G,No$, NO,4280,5.92,6,128,32,260,2.32,4.38,1
2019,Apple, MIDRANGE ,iOS,4G,No,No,3706,5.69,8,128,32,249,2.42,4.55,1
2016,nokia,midrange!,Android,4G,No ,No,3074,5.51,4,256,32,254,1.88,3.34,3
2018,Sony,Budget,Android,4G ,Yes,NA,NA,5.9,4,64,32,244,1.89,2.92,1
2020,Vivo,Midrange, Adroid , 4G ,Yes,No,3338,5.45,6,256,32,243,2.64,5.44,2
2024,Vivo, midrange$,Android,5G,yes ,Yes,3248,6.13,8,256,64,260,3.09,5.86,3
2022,Nokia,Budget,Android,4G!,Yes, No*,3233,5.72,8,64,32,244,2.21,3.53,1
2020, APPLE$,Flagship,iOS,4G,No,No,4226,6.28,8,256,64,260,3.05,4.83,3
2023,Google,Budget,Android, 4G,Yes,No,3871,NA,6,128,64,232,2.35,4.29,1
2016,Apple,Budget,iOS,4G,No,No,1969,4.53,3,32,8,257,1.77,2.58,1
2022,OnePlus,BUDGET ,Android,4G,YES,No,3673,5.59,6,128,32,232,1.92,4.18,2
2022,Vivo,Flagship,Android,5G,Yes,Yes,4411,NA,8,256,64,260,3.03,6.46,3
2017,OnePlus,MIDRANGE,Android,4G,yes,No,3351,5.53,4,256,32,249,2.03,3.68,2
2017,Xiaomi,Midrange,android,4G ,Yes,No,3482,5.36,4,128,32,241,1.92,3.52,1
2022,Xiaomi,Midrange,Android,4G, yes*,No,3430,6.36,8,256,64,233,1.98,5.62,2
2015,OnePlus,Midrange ,Android,4G,No,No,NA,5.43,6,64,24,257,2.06,2.61,1
2023,Samsung,NA,Android,4G,YES$,No,3318,6.17,4,128,48,253,2.28,3.9,2
NA,Xiaomi,Midrange,ANDROID ,4G,Yes ,No,3122,5.88,6,128,32,233,2.25,3.9,1
2023,Google,Midrange,Android ,5G,No, YES,4048,6.51,8,256,48,251,2.84,5.28,3
2018, Xiaomi!, Budget ,Android,4G,Yes,No,2730,5.48,4,32,24,242,1.55,2.76,1
2019,NKIA ,Budget,Android,4G,Yes,No,3049,5.3,4,128,24,225,1.36,3.94,0
2024,Vivo, midrange ,android,5G,Yes,Yes,4090,6.25,8,256,64,253,2.46,4.94,3
2017,Apple,Budget,iOS,4G,No,No,2882,5.33,4,32,16,252,1.84,2.65,0
2017,Google,Midrange,Android, 4G,No,No,2227,5.53,6,128,32,246,2.01,2.57,1
2021,Samsung, midrange ,Android,5G,No,Yes,4040,5.55,6,256,48,237,2.55,4.83,2
2018,SONY,Midrange,Android, 4G,No#,No,3300,6.19,4,256,48,260,2.04,4.84,2
2022,Apple,Budget ,iOS,4G,No ,NO ,3414,6.0,8,32,32,260,1.91,3.69,1
2016,Apple , budget ,iOS,3G,no,no,2987,5.65,2,32,16,250,2.36,2.51,0
2017,Nokia,Budget,Android,4G,Yes,No,2062,4.61,3,64,24,243,1.96,3.06,0
2022,Apple ,Budget,iOS,4G,No,NO,3825,5.88,6,128,64,219,2.2,3.71,2
2018,Vivo,Midrange,Android,4G,YES,No,3046,NA,6,128,48,240,1.43,3.42,1
2020,NA,Budget, Android, 4g,no*,No,3589,5.07,8,128,32,226,2.45,4.0,1
2021,Samsung , BUDGET,Android,4G,No,No,3026,5.9,6,128,48,260,2.33,3.62,2
2023,motorola, Flagship ,Android,5G ,Yes,Yes,3929,6.67,12,256,48,260,3.06,6.28,3
2022,Google,Flagship, Android,5G,No,Yes,4001,6.23,12,256,64,260,3.11,6.27,3
2017,OnePlus,Budget,android,4G,Yes,No,2441,4.98,4,32,24,227,1.9,3.05,0
2018,Samsung,Flagship,Android,4G,No,No ,3701,5.89,8,128,48,245,2.75,4.67,3
2015,Google,Midrange,Android, 4G $,YES,No ,2510,4.2,4,64,32,237,1.84,2.89,1
2021,OnePlus, FLAGSHIP$,Android,4G,Yes,no,4562,6.4,8,256,64,257,2.95,6.09,3
2021,apple ,Budget,ios,5g,No,Yes,3452,5.65,6,128,48,224,2.28,4.1,2
2017,oppo,Midrange,Android,4g,NO,No,2877,5.69,4,64,24,251,2.14,4.5,1
2018,XIAOMI,Midrange,Android,4G,Yes,No,3417,5.82,8,128,32,242,2.31,3.58,2
2018,Samsung, Midrange,ANDROID,4G,Yes,No,2997,5.42,6,128,32,253,2.15,3.72,2
2016,Apple,Midrange,iOS,3G,NA,NO,3204,5.49,4,256,16,241,2.58,3.04,1
2023,Oppo,Budget,Android,4G,Yes, No,3704,6.56,8,128,32,249,2.03,4.1,2
2024, Oppo,MIDRANGE ,Android,5G,No,Yes,4004,6.63,12,128,64,255,2.41,5.26,3
2019,XIAOMI$,Midrange,Android,4G,No,no,3596,5.7,8,128,32,260,2.24,4.28,2
2018,Sony,Midrange,Android,4G,No,No,3069,5.63,6,128,32,260,2.34,4.13,2
2016,OnePlus,Budget,ANDROID$,3G,Yes, No!,2838,5.01,2,128,8,232,1.94,2.33,0
2018,Apple,Budget,IOS ,4G, no,No,3191,5.13,4,32,8,227,1.71,2.43,0
2016,Google,Midrange,Android,3G , Yes ,No,2771,5.51,6,128,48,243,1.98,3.79,2
2022,samsung ,Budget,Android,4G,Yes,NO ,2855,6.32,4,128,48,250,1.94,3.76,1
2021,Google,Midrange,ANDROID,4G,Yes,No,3818,6.34,8,256,32,258,2.18,4.88,3
2024,Apple,Budget,iOS ,5G, No,Yes,3568,6.13,8,64,48,241,2.29,3.91,2
2023,SAMSUNG, MIDRANGE,Android,4G,Yes,No,3724,6.5,8,128,64,229,3.03,6.08,3
2019,Huawei,Midrange,Android,4G,Yes,No,2976,5.36,6,128,24,243,2.66,4.74,1
2016,Apple,buget,iOS,4G,No,No,2201,5.27,3,64,32,217,1.81,2.47,NA
2017,OnePlus,Flagship,Android,4G,Yes,NO,3522,5.93,6,256,48,259,2.61,5.05,2
2020,Apple,Flagship,IOS,4G$,No,No,3505,5.68,8,256,64,224,2.55,6.21,3
2024,Nokia,Midrange,Android, 4g,Yes,No,4104,6.61,8,128,64,260,2.69,5.62,2
2021, Sony #,Budget,Android,4G,Yes,No,3245,5.56,NA,64,48,239,1.89,3.46,1
2016,Motorola,Midrange,Android,4G,Yes,No,3399,5.38,4,128,24,260,2.37,3.21,1
2018,Xiaomi,Budget,Android,4G,NA,No,3029,5.15,3,128,32,236,1.8,2.59,1
2024,Apple, budget$,iOS,4G,No,no,3207,6.37,8,128,64,228,2.1,4.35,1
2024,Oppo,Budget,Android, 4g ,No,No,3577,6.13,8,64,64,238,2.19,5.29,3
2016, Huawei ,Midrange,Android,3G,Yes,No,2936,5.27,2,256,12,222,2.16,3.71,2
2023,OnePlus,Budget !,Android,4g ,No,No,3457,5.8,6,128,32,258,2.38,4.84,1
2019,Oppo,flagship,Android,4G,No,NO ,2966,6.19,12,256,64,251,3.11,4.92,3
2022,Noka ,Midrange,andoid *,4G,Yes,No,3727,6.01,8,256,64,244,2.51,4.63,3
2023,Apple,Midrange,iOS,5G,No, Yes,3956,6.42,8,256,48,245,2.65,5.32,3
2023,Motorola,Flagship, Android *,5G,No, Yes!,3935,6.26,12,256,64,260,3.11,6.67,3
2019, Samsung,Budget,Android,4G,Yes,No,2906,5.14,4,128,48,223,1.99,2.09,2
2016,Huawei,Budget,Android,4G,No,No,2250,4.79,2,64,16,250,2.09,2.99,0
2021,Huawei,Buget ,HarmonyOS,4G,Yes,no,3368,5.65,4,128,32,193,2.66,2.95,1
2021,Apple, flagship ,iOS,4G,No, no $,3624,6.97,8,256,64,235,3.0,4.94,3
2022,Oppo, BUDGET,Android,4G,Yes,No,3558,5.74,6,64,24,247,2.04,3.9,1
2016,Apple,budget!,iOS ,3G *,No,No,2516,4.99,2,32,16,215,2.19,1.65,0
2023,Apple,Midrange,iOS,5G, No ,Yes,3418,6.62,12,256,64,259,2.96,5.16,3
2016,Apple,Midrange, ios,3G ,No,No ,2875,5.39,6,128,32,258,1.83,3.81,0
2016,Apple,Midrange,iOS,3G,No,No,2568,5.14,8,256,12,248,2.21,2.96,1
2020, NOKIA, midrange ,Android,4G,No,No,3310,5.56,8,256,48,216,2.82,3.62,3
2017,OnePlus,IDRANGE,Android,4G,Yes,No,3429,5.87,4,64,24,260,2.39,4.2,0
2021,Apple,Budget,NA,4G, no ,NA,3746,5.66,6,128,48,210,1.98,4.08,1
2019, xiaomi,Midrange,Android,4G,Yes,No,3647,5.76,4,128,32,226,2.16,3.95,1
2017, google,Budget,android#,3G,Yes,NO,2659,5.32,6,128,12,239,1.85,3.24,1
2018,Samsung,Budget,Android, 4g, No ,No,2691,4.92,4,128,32,240,2.1,2.77,1
2020,Samsung,Midrange,Android,4G,Yes,No,3163,6.35,6,256,32,260,NA,4.14,2
2024,Huawei,MIDRANGE*,ANDROID,4g ,No,No,2852,6.56,8,128,64,260,3.26,5.63,3
2021, Sony,Midrange,android,4G,No,No,4842,5.55,6,128,48,258,2.24,5.11,2
2017,Samsung, MIDRANGE ,Android,4G,Yes,No,3155,5.16,6,128,48,232,2.33,3.27,2
2022,Samsung,Midrange,Androi ,5G,No,Yes,3619,6.43,8,128,48,221,2.3,5.08,2
2017,Huawei, budget,Android,4G,YES,No,2808,4.73,2,64,24,238,1.88,2.6,0
2018,OnePlus ,Flagship,Android,4G,Yes,No,3251,5.83,8,256,48,260,2.5,4.8,2
2024,oppo,Flagship,Android, 5G,no,Yes,3610,6.38,12,256,108,260,2.92,7.51,3
2021,GOOGLE,Flagship,Android,4g ,No, No ,3560,6.42,8,256,64,254,3.2,5.33,3
2016,Motorola,Budget, ANDROID,3G,Yes,No,2569,5.17,2,64,16,214,1.57,2.3,0
2018,Motorola,MIDRANGE ,Android,4g ,Yes,no ,2802,5.93,6,128,32,260,2.44,3.85,1
2015,smsung!,Midrange, Adroid ,3G, Yes !,No,2725,5.13,3,128,32,244,2.44,3.0,1
2021,Motorola,Midrange #,ANDROID ,4G,Yes,No,3840,5.55,6,256,64,241,2.48,5.15,3
2023,Apple,Budget,iOS,5G,No,Yes,3926,5.53,6,32,48,220,2.43,4.85,2
2023,Xiaomi,Flagship,Android,5G,No,YES,4126,6.95,8,512,64,260,2.8,5.91,3
2023,Samsung,NA,ANDROID ,5G,No,YES ,4370,6.32,8,128,32,260,2.29,5.64,2
2019, Xiaomi$,Midrange,Android,4G,Yes ,No,3552,5.88,6,256,24,244,2.55,3.63,2
2017,Google,Budget,NA,3G,Yes,No,2865,5.26,3,64,16,239,1.63,3.03,0
2020, Sony,Midrange,Android,4G,No,No,3594,5.83,6,128,32,253,2.53,4.62,2
2021, ONEPLUS$,Budget,Android,4G,No,No,3389,5.4,6,64,32,258,2.18,3.56,1
2018,Oppo,Budget,Android,4G,Yes,No,3475,5.63,4,128,24,219,1.76,2.97,0
2024,sony!,midrange,Android,5G,Yes,YES,4718,6.53,8,256,48,260,2.76,4.02,3
2015,Apple ,Budget, IOS #,3G,No,no,2308,4.14,2,128,8,223,1.32,1.97,0
2022,samsung,FLAGSHIP ,Android,4G,No,No,3875,6.73,8,256,64,259,3.3,6.5,3
2015,Vivo,Budget ,Android,4G,Yes,No,3075,5.04,2,32,24,221,1.24,2.07,0
2016,Sony,Budget,Android,3G,Yes,No,2843,4.87,3,32,12,221,2.01,2.68,0
2015,Xiaomi,Budget,Android,4G,Yes,No,1800,4.94,3,32,24,232,1.55,2.19,0
2024,Xiaomi,Midrange,Android,5G,No,YES,4470,6.64,8,256,64,260,2.63,5.06,3
2018,sony,Budget,Android,4G,No,No,3186,5.28,4,NA,24,199,1.96,2.86,1
2020,Xiaomi,Budget,Android ,4G,Yes,NO,3668,5.33,4,64,16,218,2.34,3.74,1
2016,Samsung,Budget,Android,3G,No,No,2372,5.32,4,32,24,223,1.62,1.6,0
2024,Apple,Budget!,iOS,5G,No,Yes,3824,6.21,8,64,64,219,2.38,4.77,2
2024,Sony,Midrange,Androi,5G,Yes,Yes,4168,NA,8,256,64,252,2.42,5.4,3
2020,HUAWEI,budget !,HARMONYOS,5G,yes,Yes,2847,5.91,6,128,32,240,2.04,2.86,1
2015,Xiaomi,Flagship,Android,4G,No,No,3752,5.45,6,128,48,249,2.53,3.24,2
2021,appl,Midrange ,iOS,4G,NO#,No,2836,6.07,6,256,64,227,2.21,4.44,2
2016,Samsung,Budget,Android,4G,Yes,No,2485,4.85,NA,64,24,213,1.85,1.85,0
2023,Apple,Midrange ,iOS,4G,No ,No,4010,5.99,12,256,48,260,2.53,6.12,3
2022,Apple,Budget,iOS,4G,No,No,3645,6.29,6,64,48,260,2.33,3.91,1
2020,xiaomi ,Midrange,Android,4G,yes *,No,3536,6.22,6,128,48,249,2.09,4.85,2
2016,Motorola,Midrange,Android ,4G,No,No,2556,4.86,3,128,24,235,1.62,3.04,1
2016, vivo,Flagship,Android,3G,no *,No,3346,5.53,6,256,48,247,2.47,4.28,2
2017,SONY!,Midrange,Android,3G,Yes,No,2921,5.99,6,128,24,228,2.03,3.83,1
2015,Motorola,Midrange,Android,4g,Yes,No,2624,5.21,6,128,12,220,1.88,2.78,0
2015,Vivo,Midrange,Android,3G ,yes, No,3086,5.13,6,128,32,230,1.86,3.41,1
2020,oppo ,Midrange,Android ,4G,Yes,No,3191,5.85,6,256,24,236,2.1,4.34,2
2021,Motorola,Budget,Android,4G,YES ,No,4253,6.02,6,128,32,222,1.99,3.13,2
2023,Huawei,Midrange #,HARMONYOS ,4G,Yes,No,4135,6.77,8,256,64,260,2.23,4.76,3
2019,google,Midrange,android,4G,no,No,3874,4.85,6,128,48,237,2.34,3.95,1
2019,Google,Midrange,Android,4G,Yes,no ,3032,5.82,6,NA,48,260,2.1,3.9,3
2024, Huaei*,Budget,Android,4G,No ,No,3580,6.08,6,128,48,246,2.3,4.45,1
2019,Apple,Midrange, ios,4G, no ,No,3875,5.79,8,128,32,247,2.6,4.46,1
2016,Samsung,Budget,Android, 4G,Yes, No ,2644,NA,3,64,8,237,1.46,2.21,0
2017,Xiaomi,MIDRANGE ,Android,3G,NO, No,3307,5.93,6,128,24,256,2.08,4.33,1
2023,Huawei,flagship, Android,5G,Yes ,Yes,4349,6.47,12,256,64,260,2.77,5.54,3
2015,OnePlus,Flagship,Android,NA,No,No,3471,5.58,6,128,48,244,2.56,3.49,2
2021, nokia,Buget,ndroid,4G, Yes ,No,3611,5.94,4,256,32,260,1.96,4.23,2
2024, xiaomi,Midrange,Adroid$,4G,No,No,4394,6.59,12,128,64,244,2.66,5.6,2
2021, vivo,Flagship,Android,4G,Yes, No #,3173,6.56,12,256,48,234,3.1,5.33,3
2019,Vivo,midrnge,Android,4G,Yes!,No,3173,6.35,6,128,48,252,2.32,3.33,2
2020,Apple, Budget,iOS,4G,No,No,3236,6.23,4,128,32,240,1.88,2.92,1
2020,Google,Midrange,Android,4G,No,No,3170,5.71,8,128,32,224,2.34,4.92,2
2018,Apple,Midrange,iOS,4G,No,No,3323,5.9,6,256,48,235,2.14,3.31,2
2016, Motorola,Budge,Android,3G,No,No,2496,4.95,2,32,24,231,1.6,2.47,0
2023,Samsung,Midrange,Android,4G!,Yes,No,3913,6.67,8,128,32,229,2.41,5.49,3
2021,HUAWEI,BUDGET #,Android,4g,Yes,No,2995,5.94,4,128,48,232,1.77,3.36,2
2021, Noia,Budget,Android,4G,No,No,3245,5.23,8,64,48,220,2.12,4.66,1
2020,Samsung,Midrange,Android,4G,Yes,No,3388,6.45,8,128,32,260,2.62,3.77,2
2015,APPLE ,Budget,iOS,4G#,no, no ,2324,5.43,3,32,8,222,1.67,1.69,0
2022,Huawei,Flagship,Android,5G#,Yes,Yes,4114,5.87,12,256,64,260,2.82,6.42,3
2018,Samsung, Midrange#, ANDROID!,4G,Yes,No,2713,5.73,6,256,32,214,2.4,4.83,2
2019,Huawei,Budget,HarmonyOS,4G,Yes,NO,3026,5.3,4,128,32,257,2.43,4.02,1
2019,Google,Budget,Android,4G,NO,No,2657,5.43,4,64,32,232,1.98,3.13,0
2017,Xiaomi,Midrange,Android,4G, YES ,No,3473,5.46,4,256,48,242,2.51,4.22,1
2018,Sony,Midrange ,Android, 4G ,Yes,No,3273,5.52,8,128,32,237,2.77,3.61,1
2016,Google,MIDRANGE ,Android,3G $,No,No,3929,5.68,NA,64,16,239,1.99,3.5,0
2019,Samsung,Midrange,Android,4G,Yes,no,3221,5.86,8,128,24,256,2.22,4.45,2
2019,MOTORLA,Budget,Android,4G,no,NO ,3816,5.1,4,128,48,216,1.95,3.37,1
2018,OPPO,Budget,Android,4G,yes ,No,2581,5.53,4,32,24,237,1.81,3.04,1
2022,VIVO$,Midrange ,Android,5G,Yes,Yes,3978,6.11,8,128,48,243,2.26,5.95,2
2015,Samsung,budget, Android #,4G,No,No ,1873,NA,2,128,16,211,1.99,2.31,0
NA,Xiaomi,Midrange,Android,4G,No,No,3246,5.21,4,128,64,245,1.95,4.63,1
2015,OnePlus, Budget,Android,3G,Yes,No,2197,4.24,3,NA,12,219,1.65,1.56,0
2018,Apple,Midrange,IOS,4G,No,No,3830,5.46,6,128,24,242,2.27,3.94,2
2019,Huawei,Budget,Android,4G,No,No,3431,5.22,4,256,32,254,1.6,2.91,1
2015,Apple,Midrange,iOS,4G,No,No ,2143,4.95,3,128,24,238,2.13,3.03,0
2024,Oppo,Budget,Android,4G,No,No,3461,5.9,8,64,48,239,2.38,5.08,2
2015,Vivo,Budget,Android,4G ,No,No,2390,5.28,2,32,24,232,1.73,2.35,0
2021,Motorola,Flagship, Android ,5G,Yes,Yes ,3548,6.65,8,256,64,260,2.9,5.99,3
2017,Xiaomi,Midrange,ANDROID,4G ,Yes,No,3090,5.3,6,128,32,256,2.04,3.84,1
2015,Motorola,Flagship,Android, 4G,No, NO,3312,5.59,8,256,32,258,2.28,3.89,2
2022,Motorola,budget,Android,4G,Yes,No,3391,6.53,4,128,24,260,2.09,3.53,1
2021,Nokia,Midrange,Android,4G, No ,No,3517,6.12,8,256,48,260,2.13,5.16,2
2018,OnePlus, budget,ANDROID$,4g,No,NO,3352,5.18,4,64,24,233,1.2,2.63,0
2022,Apple, Midrange , iOS ,4G,No,No *,3886,6.49,6,256,48,260,2.85,4.74,3
2021,Sony, Budget,Android,4G,Yes ,No,3065,5.5,6,32,32,243,1.8,4.25,1
2015,Xiaomi,Budget, Andrid,3G,Yes,No,2099,5.07,3,32,16,243,1.64,2.18,0
2019,Xiaomi,Budget, android,4G,No,No,2979,5.86,6,64,48,260,2.09,2.59,1
2024, nePlus,Budget,android ,5G, yes,Yes,3552,6.07,6,128,48,260,2.1,5.33,2
2018,Motorola,Budget,Android,4G,Yes ,No ,2207,5.02,4,128,32,231,1.96,3.13,1
2018,Vivo,Flagship,ANDROID,4G,No,No,3077,5.74,8,256,48,258,2.85,4.85,3
2021,Xiaomi,Flagship,Android ,5G,No,Yes,3474,6.78,12,256,48,260,2.98,5.07,3
2020,OPPO,Midrange,Android,4G, Yes,No,3486,5.66,4,128,48,244,2.39,4.56,1
2022,Nokia,midrange,Android ,4G,yes ,No,3265,6.06,8,128,64,255,2.71,NA,2
2020,Apple, flagship,iOS,4g ,No,No,3744,6.08,12,256,48,260,2.26,5.71,3
2017,XIAOMI ,Budget,Android,3g ,No,No,2532,5.11,4,32,8,224,1.72,2.83,0
2018,OnePlus, Budget,Android,4G,Yes#,No,2547,4.87,4,128,24,210,2.31,2.69,1
2024,MOTOROLA,Midrange,Android,5G,Yes,Yes,3779,6.53,8,256,48,260,2.39,5.82,2
2023,Sony,Flagship,Android,5G,Yes, Yes,4506,6.57,12,256,64,260,NA,7.31,3
2023,OnePlus,Budget,Android,4G,Yes, NO ,3553,6.12,6,128,48,219,2.59,4.71,1
2024,Xiaomi,Budget,Android,4G, yes,No,3234,5.81,8,128,48,237,2.21,4.85,2
2020,OnePlus,Midrange,Android, 4g,Yes,No,3130,5.58,8,128,48,249,2.61,4.81,2
2020,Samsung,Budget,Android #,4G,No,No,3782,5.84,6,128,48,260,1.88,3.76,1
2018,Vivo,Budget,Android,4G ,Yes,no,2764,5.11,2,32,32,227,1.65,2.75,0
2017,APPLE ,Budget,ios,4G,No,no,2346,5.58,6,128,32,232,1.57,2.83,1
2020, ONEPLUS ,Flagship,ANDROID,5G,Yes,Yes,3665,6.1,8,256,48,259,2.65,5.5,3
2024,Huawei,Midrange,HarmonyOS,4G ,Yes,No,3830,6.37,8,256,48,246,2.86,5.34,3
2024, apple, BUDGET#,iOS,4G,No,No !,3748,5.85,6,256,48,244,2.15,4.82,2
2022, SAMSUNG$,FLAGSHIP,Android,5G,no,Yes,4231,6.6,12,256,64,260,2.71,5.64,3
2023,Nokia,Budget,Anroid,4G,Yes,No,3405,6.76,6,256,48,260,2.18,4.28,2
2020,OnePlus,FLAGSHIP,Android,4G, No,No,3727,6.36,8,256,48,260,2.92,5.36,2
2021,Huawei,Budget, Android*,4G ,No,No,2976,5.47,6,128,48,257,2.06,3.84,1
2019,Oppo,mdrange,Android,4G,Yes ,No,3427,5.8,6,128,48,226,2.22,4.86,2
2017,OnePlus,Budget,Android,4G,Yes,No,2838,5.08,4,64,16,219,1.33,3.17,0
2019,NA,Budget,android ,4G,No,No,3654,5.47,6,128,24,227,1.96,3.61,0
2021,Samsung,Flagship,Android,4G,Yes,No,4272,6.38,12,256,64,260,2.84,5.78,3
2024,Oppo,Midrange,Android,4G,Yes,No,3605,6.23,8,256,64,260,2.82,5.59,3
2020,Vivo,Budget,android,4G,Yes,No,2952,5.7,4,64,32,219,1.69,3.62,0
2019,Motorola,Budget,android,4G,Yes,No,3388,5.43,4,32,12,222,1.81,3.14,0
2024, Xiaomi!, MIDRANG $,Android , 4g,Yes,No,4591,6.46,8,128,NA,249,2.68,5.4,2
2018,Xiaomi ,Midrange,Android, 4G,No, no,3254,5.72,2,128,32,240,2.18,3.32,0
2018,Nokia, Midrange,Android*,4G,Yes,No,3171,5.82,6,256,NA,258,2.5,4.03,2
2018,Apple,Budget*,iOS,4G, no,No,3160,5.03,3,32,24,207,2.06,2.68,0
2022,Apple,Budget,ios,4G,No,No,3366,6.26,6,128,48,254,2.13,3.92,2
2019,Huawei,Budget,Android,4G,YES,No,2154,5.34,3,64,24,234,1.82,2.68,0
