,Year,Brand,Model_Tier,Network_Type,Dual_Sim,Has5G,Battery_mAh,ScreenSize_in,RAM_GB,Storage_GB,Camera_MP,Weight_g,CPU_GHz,Resolution_MP,Price_Class
518,2021,Oppo,Budget,4g,no,no,3494.0,6.16,6.0,32.0,48.0,260.0,2.11,3.41,1
520,2019,Oppo,Budget,4g,no,no,3144.0,5.0,6.0,32.0,24.0,241.78,2.04,3.03,0
522,2016,Apple,Flagship,3g,no,no,3309.0,5.3,6.0,256.0,32.0,223.0,2.71,3.98,2
523,2020,Google,Midrange,4g,no,no,3339.0,6.12,6.0,128.0,48.0,223.0,1.72,5.0,1
525,2018,Nokia,Budget,4g,yes,no,3061.0,5.1,3.0,64.0,8.0,231.0,2.03,2.3,1
526,2023,Oppo,Midrange,4g,yes,no,3475.0,6.54,6.0,256.0,48.0,260.0,2.74,6.24,2
527,2018,Nokia,Midrange,4g,yes,no,3803.0,5.6,8.0,256.0,32.0,233.0,2.19,3.21,2
528,2022,Oneplus,Midrange,4g,no,no,3915.0,6.38,8.0,128.0,48.0,258.0,2.34,4.58,2
529,2020,Oppo,Budget,4g,yes,no,2954.0,6.1,6.0,128.0,24.0,255.0,1.94,3.59,0
530,2018,Google,Flagship,4g,yes,no,3722.0,6.42,8.0,128.0,48.0,239.0,2.68,4.08,2
531,2024,Google,Budget,4g,yes,no,3041.0,6.03,8.0,128.0,32.0,253.0,2.59,5.38,3
532,2018,Apple,Budget,4g,no,no,3306.0,5.66,4.0,64.0,24.0,218.0,2.07,2.33,1
533,2024,Huawei,Budget,4g,yes,no,3007.0,6.0,8.0,64.0,32.0,254.0,2.29,5.08,1
534,2019,Xiaomi,Midrange,4g,no,no,3685.0,5.39,6.0,128.0,8.0,246.0,2.35,4.05,1
535,2021,Nokia,Midrange,5g,yes,yes,3115.0,5.8,8.0,128.0,48.0,234.0,2.29,4.89,2
536,2024,Nokia,Midrange,4g,yes,no,3490.0,6.67,12.0,256.0,64.0,258.0,2.73,5.06,3
537,2022,Samsung,Midrange,4g,yes,no,4077.0,6.12,8.0,256.0,48.0,257.0,2.89,4.9,3
538,2023,Oppo,Budget,4g,no,no,3669.0,5.93,8.0,128.0,32.0,257.0,2.6,4.23,2
539,2017,Sony,Midrange,3g,yes,no,2979.0,4.89,2.0,128.0,24.0,252.0,1.76,4.86,0
540,2016,Huawei,Budget,3g,yes,no,2662.0,4.95,3.0,32.0,8.0,205.0,1.61,2.31,0
541,2022,Vivo,Budget,4g,yes,no,2414.0,6.03,6.0,128.0,12.0,215.0,2.47,3.7,1
542,2018,Huawei,Budget,4g,yes,no,2813.0,5.11,2.0,32.0,16.0,206.0,2.46,3.75,0
543,2017,Apple,Budget,4g,no,no,2971.0,4.85,4.0,64.0,16.0,212.0,2.3,2.01,0
544,2020,Google,Flagship,4g,yes,no,3715.0,6.21,8.0,256.0,48.0,260.0,2.84,5.33,3
545,2020,Xiaomi,Budget,4g,yes,no,2940.0,5.98,4.0,128.0,32.0,232.0,1.67,2.98,0
546,2019,Xiaomi,Budget,4g,yes,no,2512.0,5.42,6.0,32.0,48.0,223.0,2.18,3.56,1
547,2023,Samsung,Budget,5g,no,yes,3350.0,5.89,6.0,128.0,48.0,243.0,2.5,5.0,1
548,2018,Samsung,Budget,4g,no,no,2358.0,5.79,4.0,32.0,32.0,252.0,1.8,3.02,0
549,2015,Oppo,Midrange,3g,yes,no,3147.0,4.82,6.0,64.0,8.0,250.0,2.02,3.42,0
550,2018,Samsung,Budget,4g,yes,no,3218.0,5.0,4.0,32.0,16.0,230.0,1.94,3.17,0
551,2024,Samsung,Midrange,5g,yes,yes,4418.0,6.76,8.0,256.0,64.0,246.0,2.78,6.26,3
552,2015,Google,Midrange,3g,no,no,2554.0,5.42,6.0,64.0,16.0,258.0,1.67,3.47,0
553,2015,Vivo,Midrange,4g,no,no,2881.0,4.97,4.0,128.0,8.0,234.0,2.3,1.88,0
555,2021,Apple,Midrange,4g,no,no,3327.0,5.27,8.0,128.0,32.0,252.0,2.63,4.81,1
556,2016,Oneplus,Budget,4g,yes,no,2263.0,4.18,4.0,64.0,8.0,202.0,1.91,2.12,0
557,2021,Samsung,Budget,5g,yes,yes,2989.0,5.77,6.0,128.0,24.0,230.0,2.12,3.82,2
558,2018,Google,Midrange,4g,yes,no,3666.0,5.62,6.0,64.0,32.0,256.0,1.99,3.83,0
559,2020,Google,Midrange,4g,yes,no,3600.0,5.74,6.0,128.0,48.0,260.0,2.33,5.3,2
560,2023,Xiaomi,Midrange,4g,yes,no,4189.0,5.77,8.0,128.0,48.0,244.0,2.38,4.98,2
561,2023,Apple,Budget,4g,no,no,3005.0,5.55,8.0,32.0,48.0,235.0,2.39,4.29,2
562,2022,Apple,Midrange,5g,no,yes,3816.0,6.72,4.0,64.0,64.0,260.0,2.83,4.88,2
563,2018,Samsung,Budget,4g,yes,no,3118.0,5.12,4.0,64.0,24.0,235.0,1.63,3.96,1
564,2015,Sony,Midrange,4g,yes,no,3055.0,5.24,4.0,128.0,32.0,260.0,2.04,4.08,1
565,2020,Google,Flagship,5g,yes,yes,3792.0,6.27,8.0,512.0,48.0,260.0,2.95,5.38,3
566,2017,Oneplus,Budget,4g,no,no,2568.0,5.28,3.0,64.0,32.0,241.0,1.73,3.02,0
567,2022,Samsung,Flagship,5g,yes,yes,4242.0,6.36,8.0,256.0,48.0,260.0,3.39,6.71,3
568,2018,Google,Midrange,4g,yes,no,2393.0,5.65,8.0,128.0,48.0,243.0,2.13,4.63,1
570,2020,Sony,Flagship,4g,yes,no,3969.0,6.05,8.0,256.0,48.0,260.0,2.75,4.97,3
571,2015,Xiaomi,Budget,4g,yes,no,2631.0,4.66,2.0,64.0,8.0,221.0,1.58,2.14,0
572,2019,Motorola,Midrange,4g,yes,no,3263.0,5.58,8.0,256.0,32.0,238.0,2.52,4.03,2
573,2020,Samsung,Flagship,5g,yes,yes,3974.0,6.74,8.0,256.0,64.0,260.0,2.94,5.06,3
574,2022,Oppo,Midrange,4g,no,no,3488.0,5.92,8.0,256.0,48.0,260.0,2.26,5.6,3
575,2022,Apple,Midrange,4g,no,no,3860.0,5.78,12.0,128.0,48.0,251.0,2.24,5.01,3
576,2018,Xiaomi,Midrange,4g,yes,no,3174.0,5.49,6.0,128.0,24.0,233.0,2.24,3.12,1
578,2022,Samsung,Budget,4g,no,no,3854.0,5.76,6.0,64.0,48.0,228.0,2.34,4.4,1
579,2023,Sony,Midrange,5g,yes,yes,3493.0,5.91,12.0,256.0,64.0,233.0,2.44,5.19,3
580,2019,Xiaomi,Midrange,4g,yes,no,3281.0,5.51,8.0,256.0,48.0,228.0,2.64,3.63,3
581,2018,Xiaomi,Midrange,4g,no,no,3131.0,5.93,4.0,128.0,24.0,233.0,2.26,4.03,0
582,2015,Oneplus,Midrange,4g,yes,no,3496.0,4.98,4.0,256.0,24.0,250.0,1.89,3.5,1
583,2020,Samsung,Budget,4g,yes,no,3123.0,5.21,6.0,128.0,32.0,220.0,2.15,4.02,1
584,2016,Sony,Budget,3g,no,no,3274.0,4.8,2.0,32.0,8.0,203.0,1.81,2.68,0
585,2019,Oneplus,Midrange,4g,yes,no,3802.0,5.7,6.0,128.0,48.0,235.0,2.49,3.51,2
586,2022,Apple,Budget,4g,no,no,3602.0,5.64,6.0,128.0,32.0,226.0,2.29,3.8,1
587,2022,Motorola,Flagship,5g,yes,yes,4876.0,6.54,8.0,256.0,64.0,260.0,2.84,6.14,3
588,2022,Oppo,Midrange,4g,no,no,3874.0,6.35,8.0,128.0,48.0,260.0,2.76,4.24,1
589,2017,Huawei,Flagship,4g,no,no,3019.0,6.18,6.0,128.0,48.0,246.0,2.67,4.05,2
590,2024,Apple,Midrange,5g,no,yes,4144.0,7.2,8.0,256.0,64.0,245.0,2.67,5.56,3
591,2023,Motorola,Budget,4g,yes,no,2614.0,6.15,6.0,128.0,32.0,236.0,1.97,4.54,2
592,2023,Xiaomi,Budget,4g,no,no,3509.0,5.61,8.0,128.0,32.0,232.0,2.12,4.75,2
593,2018,Motorola,Midrange,4g,yes,no,3394.0,5.69,4.0,128.0,24.0,247.0,2.66,4.42,1
594,2021,Google,Flagship,5g,no,yes,4144.0,6.31,12.0,256.0,48.0,247.0,2.81,6.7,3
595,2020,Oneplus,Budget,4g,yes,no,2976.0,5.84,6.0,32.0,48.0,233.0,2.19,4.12,1
596,2023,Motorola,Budget,4g,no,no,3920.0,6.22,8.0,128.0,48.0,247.0,2.23,3.98,2
597,2022,Xiaomi,Flagship,4g,no,no,3628.0,6.42,12.0,256.0,64.0,250.0,2.7,6.33,3
598,2023,Samsung,Budget,4g,no,no,4133.0,5.93,8.0,128.0,48.0,222.0,2.65,4.16,1
599,2024,Samsung,Midrange,5g,yes,yes,4351.0,6.32,12.0,128.0,64.0,260.0,2.55,5.16,3
600,2019,Samsung,Flagship,4g,no,no,3449.0,6.21,8.0,256.0,48.0,245.0,2.42,5.04,3
601,2019,Apple,Midrange,4g,no,no,4280.0,5.92,6.0,128.0,32.0,260.0,2.32,4.38,1
602,2019,Apple,Midrange,4g,no,no,3706.0,5.69,8.0,128.0,32.0,249.0,2.42,4.55,1
603,2016,Nokia,Midrange,4g,no,no,3074.0,5.51,4.0,256.0,32.0,254.0,1.88,3.34,3
605,2020,Vivo,Midrange,4g,yes,no,3338.0,5.45,6.0,256.0,32.0,243.0,2.64,5.44,2
606,2024,Vivo,Midrange,5g,yes,yes,3248.0,6.13,8.0,256.0,64.0,260.0,3.09,5.86,3
607,2022,Nokia,Budget,4g,yes,no,3233.0,5.72,8.0,64.0,32.0,244.0,2.21,3.53,1
608,2020,Apple,Flagship,4g,no,no,4226.0,6.28,8.0,256.0,64.0,260.0,3.05,4.83,3
609,2023,Google,Budget,4g,yes,no,3871.0,5.74,6.0,128.0,64.0,232.0,2.35,4.29,1
610,2016,Apple,Budget,4g,no,no,1969.0,4.53,3.0,32.0,8.0,257.0,1.77,2.58,1
611,2022,Oneplus,Budget,4g,yes,no,3673.0,5.59,6.0,128.0,32.0,232.0,1.92,4.18,2
612,2022,Vivo,Flagship,5g,yes,yes,4411.0,5.74,8.0,256.0,64.0,260.0,3.03,6.46,3
613,2017,Oneplus,Midrange,4g,yes,no,3351.0,5.53,4.0,256.0,32.0,249.0,2.03,3.68,2
614,2017,Xiaomi,Midrange,4g,yes,no,3482.0,5.36,4.0,128.0,32.0,241.0,1.92,3.52,1
615,2022,Xiaomi,Midrange,4g,yes,no,3430.0,6.36,8.0,256.0,64.0,233.0,1.98,5.62,2
616,2015,Oneplus,Midrange,4g,no,no,3332.84,5.43,6.0,64.0,24.0,257.0,2.06,2.61,1
619,2023,Google,Midrange,5g,no,yes,4048.0,6.51,8.0,256.0,48.0,251.0,2.84,5.28,3
620,2018,Xiaomi,Budget,4g,yes,no,2730.0,5.48,4.0,32.0,24.0,242.0,1.55,2.76,1
621,2019,Nokia,Budget,4g,yes,no,3049.0,5.3,4.0,128.0,24.0,225.0,1.36,3.94,0
622,2024,Vivo,Midrange,5g,yes,yes,4090.0,6.25,8.0,256.0,64.0,253.0,2.46,4.94,3
623,2017,Apple,Budget,4g,no,no,2882.0,5.33,4.0,32.0,16.0,252.0,1.84,2.65,0
624,2017,Google,Midrange,4g,no,no,2227.0,5.53,6.0,128.0,32.0,246.0,2.01,2.57,1
625,2021,Samsung,Midrange,5g,no,yes,4040.0,5.55,6.0,256.0,48.0,237.0,2.55,4.83,2
626,2018,Sony,Midrange,4g,no,no,3300.0,6.19,4.0,256.0,48.0,260.0,2.04,4.84,2
627,2022,Apple,Budget,4g,no,no,3414.0,6.0,8.0,32.0,32.0,260.0,1.91,3.69,1
628,2016,Apple,Budget,3g,no,no,2987.0,5.65,2.0,32.0,16.0,250.0,2.36,2.51,0
629,2017,Nokia,Budget,4g,yes,no,2062.0,4.61,3.0,64.0,24.0,243.0,1.96,3.06,0
630,2022,Apple,Budget,4g,no,no,3825.0,5.88,6.0,128.0,64.0,219.0,2.2,3.71,2
631,2018,Vivo,Midrange,4g,yes,no,3046.0,5.74,6.0,128.0,48.0,240.0,1.43,3.42,1
633,2021,Samsung,Budget,4g,no,no,3026.0,5.9,6.0,128.0,48.0,260.0,2.33,3.62,2
634,2023,Motorola,Flagship,5g,yes,yes,3929.0,6.67,12.0,256.0,48.0,260.0,3.06,6.28,3
635,2022,Google,Flagship,5g,no,yes,4001.0,6.23,12.0,256.0,64.0,260.0,3.11,6.27,3
636,2017,Oneplus,Budget,4g,yes,no,2441.0,4.98,4.0,32.0,24.0,227.0,1.9,3.05,0
637,2018,Samsung,Flagship,4g,no,no,3701.0,5.89,8.0,128.0,48.0,245.0,2.75,4.67,3
638,2015,Google,Midrange,4g,yes,no,2510.0,4.2,4.0,64.0,32.0,237.0,1.84,2.89,1
639,2021,Oneplus,Flagship,4g,yes,no,4562.0,6.4,8.0,256.0,64.0,257.0,2.95,6.09,3
640,2021,Apple,Budget,5g,no,yes,3452.0,5.65,6.0,128.0,48.0,224.0,2.28,4.1,2
641,2017,Oppo,Midrange,4g,no,no,2877.0,5.69,4.0,64.0,24.0,251.0,2.14,4.5,1
642,2018,Xiaomi,Midrange,4g,yes,no,3417.0,5.82,8.0,128.0,32.0,242.0,2.31,3.58,2
643,2018,Samsung,Midrange,4g,yes,no,2997.0,5.42,6.0,128.0,32.0,253.0,2.15,3.72,2
645,2023,Oppo,Budget,4g,yes,no,3704.0,6.56,8.0,128.0,32.0,249.0,2.03,4.1,2
646,2024,Oppo,Midrange,5g,no,yes,4004.0,6.63,12.0,128.0,64.0,255.0,2.41,5.26,3
647,2019,Xiaomi,Midrange,4g,no,no,3596.0,5.7,8.0,128.0,32.0,260.0,2.24,4.28,2
648,2018,Sony,Midrange,4g,no,no,3069.0,5.63,6.0,128.0,32.0,260.0,2.34,4.13,2
649,2016,Oneplus,Budget,3g,yes,no,2838.0,5.01,2.0,128.0,8.0,232.0,1.94,2.33,0
650,2018,Apple,Budget,4g,no,no,3191.0,5.13,4.0,32.0,8.0,227.0,1.71,2.43,0
651,2016,Google,Midrange,3g,yes,no,2771.0,5.51,6.0,128.0,48.0,243.0,1.98,3.79,2
652,2022,Samsung,Budget,4g,yes,no,2855.0,6.32,4.0,128.0,48.0,250.0,1.94,3.76,1
653,2021,Google,Midrange,4g,yes,no,3818.0,6.34,8.0,256.0,32.0,258.0,2.18,4.88,3
654,2024,Apple,Budget,5g,no,yes,3568.0,6.13,8.0,64.0,48.0,241.0,2.29,3.91,2
655,2023,Samsung,Midrange,4g,yes,no,3724.0,6.5,8.0,128.0,64.0,229.0,3.03,6.08,3
656,2019,Huawei,Midrange,4g,yes,no,2976.0,5.36,6.0,128.0,24.0,243.0,2.66,4.74,1
657,2016,Apple,Budget,4g,no,no,2201.0,5.27,3.0,64.0,32.0,217.0,1.81,2.47,2
658,2017,Oneplus,Flagship,4g,yes,no,3522.0,5.93,6.0,256.0,48.0,259.0,2.61,5.05,2
659,2020,Apple,Flagship,4g,no,no,3505.0,5.68,8.0,256.0,64.0,224.0,2.55,6.21,3
660,2024,Nokia,Midrange,4g,yes,no,4104.0,6.61,8.0,128.0,64.0,260.0,2.69,5.62,2
661,2021,Sony,Budget,4g,yes,no,3245.0,5.56,6.0,64.0,48.0,239.0,1.89,3.46,1
662,2016,Motorola,Midrange,4g,yes,no,3399.0,5.38,4.0,128.0,24.0,260.0,2.37,3.21,1
664,2024,Apple,Budget,4g,no,no,3207.0,6.37,8.0,128.0,64.0,228.0,2.1,4.35,1
665,2024,Oppo,Budget,4g,no,no,3577.0,6.13,8.0,64.0,64.0,238.0,2.19,5.29,3
666,2016,Huawei,Midrange,3g,yes,no,2936.0,5.27,2.0,256.0,12.0,222.0,2.16,3.71,2
667,2023,Oneplus,Budget,4g,no,no,3457.0,5.8,6.0,128.0,32.0,258.0,2.38,4.84,1
668,2019,Oppo,Flagship,4g,no,no,2966.0,6.19,12.0,256.0,64.0,251.0,3.11,4.92,3
669,2022,Nokia,Midrange,4g,yes,no,3727.0,6.01,8.0,256.0,64.0,244.0,2.51,4.63,3
670,2023,Apple,Midrange,5g,no,yes,3956.0,6.42,8.0,256.0,48.0,245.0,2.65,5.32,3
671,2023,Motorola,Flagship,5g,no,yes,3935.0,6.26,12.0,256.0,64.0,260.0,3.11,6.67,3
672,2019,Samsung,Budget,4g,yes,no,2906.0,5.14,4.0,128.0,48.0,223.0,1.99,2.09,2
673,2016,Huawei,Budget,4g,no,no,2250.0,4.79,2.0,64.0,16.0,250.0,2.09,2.99,0
674,2021,Huawei,Budget,4g,yes,no,3368.0,5.65,4.0,128.0,32.0,193.0,2.66,2.95,1
675,2021,Apple,Flagship,4g,no,no,3624.0,6.97,8.0,256.0,64.0,235.0,3.0,4.94,3
676,2022,Oppo,Budget,4g,yes,no,3558.0,5.74,6.0,64.0,24.0,247.0,2.04,3.9,1
677,2016,Apple,Budget,3g,no,no,2516.0,4.99,2.0,32.0,16.0,215.0,2.19,1.65,0
678,2023,Apple,Midrange,5g,no,yes,3418.0,6.62,12.0,256.0,64.0,259.0,2.96,5.16,3
679,2016,Apple,Midrange,3g,no,no,2875.0,5.39,6.0,128.0,32.0,258.0,1.83,3.81,0
680,2016,Apple,Midrange,3g,no,no,2568.0,5.14,8.0,256.0,12.0,248.0,2.21,2.96,1
681,2020,Nokia,Midrange,4g,no,no,3310.0,5.56,8.0,256.0,48.0,216.0,2.82,3.62,3
682,2017,Oneplus,Midrange,4g,yes,no,3429.0,5.87,4.0,64.0,24.0,260.0,2.39,4.2,0
684,2019,Xiaomi,Midrange,4g,yes,no,3647.0,5.76,4.0,128.0,32.0,226.0,2.16,3.95,1
685,2017,Google,Budget,3g,yes,no,2659.0,5.32,6.0,128.0,12.0,239.0,1.85,3.24,1
686,2018,Samsung,Budget,4g,no,no,2691.0,4.92,4.0,128.0,32.0,240.0,2.1,2.77,1
687,2020,Samsung,Midrange,4g,yes,no,3163.0,6.35,6.0,256.0,32.0,260.0,2.26181146025878,4.14,2
688,2024,Huawei,Midrange,4g,no,no,2852.0,6.56,8.0,128.0,64.0,260.0,3.26,5.63,3
689,2021,Sony,Midrange,4g,no,no,4842.0,5.55,6.0,128.0,48.0,258.0,2.24,5.11,2
690,2017,Samsung,Midrange,4g,yes,no,3155.0,5.16,6.0,128.0,48.0,232.0,2.33,3.27,2
691,2022,Samsung,Midrange,5g,no,yes,3619.0,6.43,8.0,128.0,48.0,221.0,2.3,5.08,2
692,2017,Huawei,Budget,4g,yes,no,2808.0,4.73,2.0,64.0,24.0,238.0,1.88,2.6,0
693,2018,Oneplus,Flagship,4g,yes,no,3251.0,5.83,8.0,256.0,48.0,260.0,2.5,4.8,2
694,2024,Oppo,Flagship,5g,no,yes,3610.0,6.38,12.0,256.0,108.0,260.0,2.92,7.51,3
695,2021,Google,Flagship,4g,no,no,3560.0,6.42,8.0,256.0,64.0,254.0,3.2,5.33,3
696,2016,Motorola,Budget,3g,yes,no,2569.0,5.17,2.0,64.0,16.0,214.0,1.57,2.3,0
697,2018,Motorola,Midrange,4g,yes,no,2802.0,5.93,6.0,128.0,32.0,260.0,2.44,3.85,1
698,2015,Samsung,Midrange,3g,yes,no,2725.0,5.13,3.0,128.0,32.0,244.0,2.44,3.0,1
699,2021,Motorola,Midrange,4g,yes,no,3840.0,5.55,6.0,256.0,64.0,241.0,2.48,5.15,3
700,2023,Apple,Budget,5g,no,yes,3926.0,5.53,6.0,32.0,48.0,220.0,2.43,4.85,2
701,2023,Xiaomi,Flagship,5g,no,yes,4126.0,6.95,8.0,512.0,64.0,260.0,2.8,5.91,3
703,2019,Xiaomi,Midrange,4g,yes,no,3552.0,5.88,6.0,256.0,24.0,244.0,2.55,3.63,2
704,2017,Google,Budget,3g,yes,no,2865.0,5.26,3.0,64.0,16.0,239.0,1.63,3.03,0
705,2020,Sony,Midrange,4g,no,no,3594.0,5.83,6.0,128.0,32.0,253.0,2.53,4.62,2
706,2021,Oneplus,Budget,4g,no,no,3389.0,5.4,6.0,64.0,32.0,258.0,2.18,3.56,1
707,2018,Oppo,Budget,4g,yes,no,3475.0,5.63,4.0,128.0,24.0,219.0,1.76,2.97,0
708,2024,Sony,Midrange,5g,yes,yes,4718.0,6.53,8.0,256.0,48.0,260.0,2.76,4.02,3
709,2015,Apple,Budget,3g,no,no,2308.0,4.14,2.0,128.0,8.0,223.0,1.32,1.97,0
710,2022,Samsung,Flagship,4g,no,no,3875.0,6.73,8.0,256.0,64.0,259.0,3.3,6.5,3
711,2015,Vivo,Budget,4g,yes,no,3075.0,5.04,2.0,32.0,24.0,221.0,1.24,2.07,0
712,2016,Sony,Budget,3g,yes,no,2843.0,4.87,3.0,32.0,12.0,221.0,2.01,2.68,0
713,2015,Xiaomi,Budget,4g,yes,no,1800.0,4.94,3.0,32.0,24.0,232.0,1.55,2.19,0
714,2024,Xiaomi,Midrange,5g,no,yes,4470.0,6.64,8.0,256.0,64.0,260.0,2.63,5.06,3
715,2018,Sony,Budget,4g,no,no,3186.0,5.28,4.0,128.0,24.0,199.0,1.96,2.86,1
716,2020,Xiaomi,Budget,4g,yes,no,3668.0,5.33,4.0,64.0,16.0,218.0,2.34,3.74,1
717,2016,Samsung,Budget,3g,no,no,2372.0,5.32,4.0,32.0,24.0,223.0,1.62,1.6,0
718,2024,Apple,Budget,5g,no,yes,3824.0,6.21,8.0,64.0,64.0,219.0,2.38,4.77,2
719,2024,Sony,Midrange,5g,yes,yes,4168.0,5.74,8.0,256.0,64.0,252.0,2.42,5.4,3
720,2020,Huawei,Budget,5g,yes,yes,2847.0,5.91,6.0,128.0,32.0,240.0,2.04,2.86,1
721,2015,Xiaomi,Flagship,4g,no,no,3752.0,5.45,6.0,128.0,48.0,249.0,2.53,3.24,2
722,2021,Apple,Midrange,4g,no,no,2836.0,6.07,6.0,256.0,64.0,227.0,2.21,4.44,2
723,2016,Samsung,Budget,4g,yes,no,2485.0,4.85,6.0,64.0,24.0,213.0,1.85,1.85,0
724,2023,Apple,Midrange,4g,no,no,4010.0,5.99,12.0,256.0,48.0,260.0,2.53,6.12,3
725,2022,Apple,Budget,4g,no,no,3645.0,6.29,6.0,64.0,48.0,260.0,2.33,3.91,1
726,2020,Xiaomi,Midrange,4g,yes,no,3536.0,6.22,6.0,128.0,48.0,249.0,2.09,4.85,2
727,2016,Motorola,Midrange,4g,no,no,2556.0,4.86,3.0,128.0,24.0,235.0,1.62,3.04,1
728,2016,Vivo,Flagship,3g,no,no,3346.0,5.53,6.0,256.0,48.0,247.0,2.47,4.28,2
729,2017,Sony,Midrange,3g,yes,no,2921.0,5.99,6.0,128.0,24.0,228.0,2.03,3.83,1
730,2015,Motorola,Midrange,4g,yes,no,2624.0,5.21,6.0,128.0,12.0,220.0,1.88,2.78,0
731,2015,Vivo,Midrange,3g,yes,no,3086.0,5.13,6.0,128.0,32.0,230.0,1.86,3.41,1
732,2020,Oppo,Midrange,4g,yes,no,3191.0,5.85,6.0,256.0,24.0,236.0,2.1,4.34,2
733,2021,Motorola,Budget,4g,yes,no,4253.0,6.02,6.0,128.0,32.0,222.0,1.99,3.13,2
734,2023,Huawei,Midrange,4g,yes,no,4135.0,6.77,8.0,256.0,64.0,260.0,2.23,4.76,3
735,2019,Google,Midrange,4g,no,no,3874.0,4.85,6.0,128.0,48.0,237.0,2.34,3.95,1
736,2019,Google,Midrange,4g,yes,no,3032.0,5.82,6.0,128.0,48.0,260.0,2.1,3.9,3
737,2024,Huawei,Budget,4g,no,no,3580.0,6.08,6.0,128.0,48.0,246.0,2.3,4.45,1
738,2019,Apple,Midrange,4g,no,no,3875.0,5.79,8.0,128.0,32.0,247.0,2.6,4.46,1
739,2016,Samsung,Budget,4g,yes,no,2644.0,5.74,3.0,64.0,8.0,237.0,1.46,2.21,0
740,2017,Xiaomi,Midrange,3g,no,no,3307.0,5.93,6.0,128.0,24.0,256.0,2.08,4.33,1
741,2023,Huawei,Flagship,5g,yes,yes,4349.0,6.47,12.0,256.0,64.0,260.0,2.77,5.54,3
742,2015,Oneplus,Flagship,4g,no,no,3471.0,5.58,6.0,128.0,48.0,244.0,2.56,3.49,2
743,2021,Nokia,Budget,4g,yes,no,3611.0,5.94,4.0,256.0,32.0,260.0,1.96,4.23,2
744,2024,Xiaomi,Midrange,4g,no,no,4394.0,6.59,12.0,128.0,64.0,244.0,2.66,5.6,2
745,2021,Vivo,Flagship,4g,yes,no,3173.0,6.56,12.0,256.0,48.0,234.0,3.1,5.33,3
746,2019,Vivo,Midrange,4g,yes,no,3173.0,6.35,6.0,128.0,48.0,252.0,2.32,3.33,2
747,2020,Apple,Budget,4g,no,no,3236.0,6.23,4.0,128.0,32.0,240.0,1.88,2.92,1
748,2020,Google,Midrange,4g,no,no,3170.0,5.71,8.0,128.0,32.0,224.0,2.34,4.92,2
749,2018,Apple,Midrange,4g,no,no,3323.0,5.9,6.0,256.0,48.0,235.0,2.14,3.31,2
750,2016,Motorola,Budget,3g,no,no,2496.0,4.95,2.0,32.0,24.0,231.0,1.6,2.47,0
751,2023,Samsung,Midrange,4g,yes,no,3913.0,6.67,8.0,128.0,32.0,229.0,2.41,5.49,3
752,2021,Huawei,Budget,4g,yes,no,2995.0,5.94,4.0,128.0,48.0,232.0,1.77,3.36,2
753,2021,Nokia,Budget,4g,no,no,3245.0,5.23,8.0,64.0,48.0,220.0,2.12,4.66,1
754,2020,Samsung,Midrange,4g,yes,no,3388.0,6.45,8.0,128.0,32.0,260.0,2.62,3.77,2
755,2015,Apple,Budget,4g,no,no,2324.0,5.43,3.0,32.0,8.0,222.0,1.67,1.69,0
756,2022,Huawei,Flagship,5g,yes,yes,4114.0,5.87,12.0,256.0,64.0,260.0,2.82,6.42,3
757,2018,Samsung,Midrange,4g,yes,no,2713.0,5.73,6.0,256.0,32.0,214.0,2.4,4.83,2
758,2019,Huawei,Budget,4g,yes,no,3026.0,5.3,4.0,128.0,32.0,257.0,2.43,4.02,1
759,2019,Google,Budget,4g,no,no,2657.0,5.43,4.0,64.0,32.0,232.0,1.98,3.13,0
760,2017,Xiaomi,Midrange,4g,yes,no,3473.0,5.46,4.0,256.0,48.0,242.0,2.51,4.22,1
761,2018,Sony,Midrange,4g,yes,no,3273.0,5.52,8.0,128.0,32.0,237.0,2.77,3.61,1
762,2016,Google,Midrange,3g,no,no,3929.0,5.68,6.0,64.0,16.0,239.0,1.99,3.5,0
763,2019,Samsung,Midrange,4g,yes,no,3221.0,5.86,8.0,128.0,24.0,256.0,2.22,4.45,2
764,2019,Motorola,Budget,4g,no,no,3816.0,5.1,4.0,128.0,48.0,216.0,1.95,3.37,1
765,2018,Oppo,Budget,4g,yes,no,2581.0,5.53,4.0,32.0,24.0,237.0,1.81,3.04,1
766,2022,Vivo,Midrange,5g,yes,yes,3978.0,6.11,8.0,128.0,48.0,243.0,2.26,5.95,2
767,2015,Samsung,Budget,4g,no,no,1873.0,5.74,2.0,128.0,16.0,211.0,1.99,2.31,0
769,2015,Oneplus,Budget,3g,yes,no,2197.0,4.24,3.0,128.0,12.0,219.0,1.65,1.56,0
770,2018,Apple,Midrange,4g,no,no,3830.0,5.46,6.0,128.0,24.0,242.0,2.27,3.94,2
771,2019,Huawei,Budget,4g,no,no,3431.0,5.22,4.0,256.0,32.0,254.0,1.6,2.91,1
772,2015,Apple,Midrange,4g,no,no,2143.0,4.95,3.0,128.0,24.0,238.0,2.13,3.03,0
773,2024,Oppo,Budget,4g,no,no,3461.0,5.9,8.0,64.0,48.0,239.0,2.38,5.08,2
774,2015,Vivo,Budget,4g,no,no,2390.0,5.28,2.0,32.0,24.0,232.0,1.73,2.35,0
775,2021,Motorola,Flagship,5g,yes,yes,3548.0,6.65,8.0,256.0,64.0,260.0,2.9,5.99,3
